"日期","收盘","开盘","高","低","涨跌幅"
"2019年3月28日","0.479","0.479","0.479","0.479","0.21%"
"2019年3月27日","0.478","0.478","0.478","0.478","-0.83%"
"2019年3月26日","0.482","0.482","0.482","0.482","1.69%"
"2019年3月25日","0.474","0.474","0.474","0.474","0.21%"
"2019年3月22日","0.473","0.473","0.473","0.473","-1.25%"
"2019年3月21日","0.479","0.479","0.479","0.479","-0.83%"
"2019年3月20日","0.483","0.483","0.483","0.483","1.68%"
"2019年3月19日","0.475","0.475","0.475","0.475","-0.21%"
"2019年3月18日","0.476","0.476","0.476","0.476","0.63%"
"2019年3月15日","0.473","0.473","0.473","0.473","0.00%"
"2019年3月14日","0.473","0.473","0.473","0.473","0.00%"
"2019年3月13日","0.473","0.473","0.473","0.473","2.16%"
"2019年3月12日","0.463","0.463","0.463","0.463","0.00%"
"2019年3月11日","0.463","0.463","0.463","0.463","1.09%"
"2019年3月8日","0.458","0.458","0.458","0.458","-0.43%"
"2019年3月7日","0.460","0.460","0.460","0.460","0.66%"
"2019年3月6日","0.457","0.457","0.457","0.457","-0.44%"
"2019年3月5日","0.459","0.459","0.459","0.459","0.00%"
"2019年3月4日","0.459","0.459","0.459","0.459","1.32%"
"2019年3月1日","0.453","0.453","0.453","0.453","-2.16%"
"2019年2月28日","0.463","0.463","0.463","0.463","0.22%"
"2019年2月27日","0.462","0.462","0.462","0.462","1.99%"
"2019年2月26日","0.453","0.453","0.453","0.453","0.44%"
"2019年2月25日","0.451","0.451","0.451","0.451","-3.22%"
"2019年2月22日","0.466","0.466","0.466","0.466","0.43%"
"2019年2月21日","0.464","0.464","0.464","0.464","-0.85%"
"2019年2月20日","0.468","0.468","0.468","0.468","1.08%"
"2019年2月19日","0.463","0.463","0.463","0.463","0.22%"
"2019年2月18日","0.462","0.462","0.462","0.462","0.22%"
"2019年2月15日","0.461","0.461","0.461","0.461","1.99%"
"2019年2月14日","0.452","0.452","0.452","0.452","1.12%"
"2019年2月13日","0.447","0.447","0.447","0.447","1.59%"
"2019年2月12日","0.440","0.440","0.440","0.440","1.62%"
"2019年2月11日","0.433","0.433","0.433","0.433","-1.81%"
"2019年2月8日","0.441","0.441","0.441","0.441","0.00%"
"2019年2月7日","0.441","0.441","0.441","0.441","0.00%"
"2019年2月6日","0.441","0.441","0.441","0.441","0.00%"
"2019年2月5日","0.441","0.441","0.441","0.441","0.00%"
"2019年2月4日","0.441","0.441","0.441","0.441","-2.43%"
"2019年2月1日","0.452","0.452","0.452","0.452","2.49%"
"2019年1月31日","0.441","0.441","0.441","0.441","-0.90%"
"2019年1月30日","0.445","0.445","0.445","0.445","1.83%"
"2019年1月29日","0.437","0.437","0.437","0.437","1.63%"
"2019年1月28日","0.430","0.430","0.430","0.430","-3.15%"
"2019年1月25日","0.444","0.444","0.444","0.444","0.68%"
"2019年1月24日","0.441","0.441","0.441","0.441","0.92%"
"2019年1月23日","0.437","0.437","0.437","0.437","-0.68%"
"2019年1月22日","0.440","0.440","0.440","0.440","-1.35%"
"2019年1月21日","0.446","0.446","0.446","0.446","0.00%"
"2019年1月18日","0.446","0.446","0.446","0.446","2.76%"
"2019年1月17日","0.434","0.434","0.434","0.434","-0.46%"
"2019年1月16日","0.436","0.436","0.436","0.436","0.69%"
"2019年1月15日","0.433","0.433","0.433","0.433","2.85%"
"2019年1月14日","0.421","0.421","0.421","0.421","-2.55%"
"2019年1月11日","0.432","0.432","0.432","0.432","-2.04%"
"2019年1月10日","0.441","0.441","0.441","0.441","0.00%"
"2019年1月9日","0.441","0.441","0.441","0.441","5.00%"
"2019年1月8日","0.420","0.420","0.420","0.420","1.94%"
"2019年1月7日","0.412","0.412","0.412","0.412","0.73%"
"2019年1月4日","0.409","0.409","0.409","0.409","2.00%"
"2019年1月3日","0.401","0.401","0.401","0.401","1.01%"
"2019年1月2日","0.397","0.397","0.397","0.397","1.53%"
"2019年1月1日","0.391","0.391","0.391","0.391","0.00%"
"2018年12月31日","0.391","0.391","0.391","0.391","1.30%"
"2018年12月28日","0.386","0.386","0.386","0.386","-1.28%"
"2018年12月27日","0.391","0.391","0.391","0.391","-2.49%"
"2018年12月26日","0.401","0.401","0.401","0.401","2.04%"
"2018年12月25日","0.393","0.393","0.393","0.393","3.15%"
"2018年12月24日","0.381","0.381","0.381","0.381","-2.31%"
"2018年12月21日","0.390","0.390","0.390","0.390","-1.27%"
"2018年12月20日","0.395","0.395","0.395","0.395","-2.95%"
"2018年12月19日","0.407","0.407","0.407","0.407","1.75%"
"2018年12月18日","0.400","0.400","0.400","0.400","-5.66%"
"2018年12月17日","0.424","0.424","0.424","0.424","-2.97%"
"2018年12月14日","0.437","0.437","0.437","0.437","-2.89%"
"2018年12月13日","0.450","0.450","0.450","0.450","2.74%"
"2018年12月12日","0.438","0.438","0.438","0.438","-0.90%"
"2018年12月11日","0.442","0.442","0.442","0.442","1.84%"
"2018年12月10日","0.434","0.434","0.434","0.434","-2.69%"
"2018年12月7日","0.446","0.446","0.446","0.446","1.36%"
"2018年12月6日","0.440","0.440","0.440","0.440","-2.00%"
"2018年12月5日","0.449","0.449","0.449","0.449","-0.44%"
"2018年12月4日","0.451","0.451","0.451","0.451","-1.10%"
"2018年12月3日","0.456","0.456","0.456","0.456","4.35%"
"2018年11月30日","0.437","0.437","0.437","0.437","-0.91%"
"2018年11月29日","0.441","0.441","0.441","0.441","1.38%"
"2018年11月28日","0.435","0.435","0.435","0.435","-2.47%"
"2018年11月27日","0.446","0.446","0.446","0.446","0.22%"
"2018年11月26日","0.445","0.445","0.445","0.445","0.91%"
"2018年11月23日","0.441","0.441","0.441","0.441","-4.75%"
"2018年11月22日","0.463","0.463","0.463","0.463","-0.43%"
"2018年11月21日","0.465","0.465","0.465","0.465","1.97%"
"2018年11月20日","0.456","0.456","0.456","0.456","-6.17%"
"2018年11月19日","0.486","0.486","0.486","0.486","0.21%"
"2018年11月16日","0.485","0.485","0.485","0.485","0.41%"
"2018年11月15日","0.483","0.483","0.483","0.483","0.21%"
"2018年11月14日","0.482","0.482","0.482","0.482","1.47%"
"2018年11月13日","0.475","0.475","0.475","0.475","-5.19%"
"2018年11月12日","0.501","0.501","0.501","0.501","-1.18%"
"2018年11月9日","0.507","0.507","0.507","0.507","-0.78%"
"2018年11月8日","0.511","0.511","0.511","0.511","-1.16%"
"2018年11月7日","0.517","0.517","0.517","0.517","-0.77%"
"2018年11月6日","0.521","0.521","0.521","0.521","-0.57%"
"2018年11月5日","0.524","0.524","0.524","0.524","-0.76%"
"2018年11月2日","0.528","0.528","0.528","0.528","-1.12%"
"2018年11月1日","0.534","0.534","0.534","0.534","-2.20%"
"2018年10月31日","0.546","0.546","0.546","0.546","-1.44%"
"2018年10月30日","0.554","0.554","0.554","0.554","-0.36%"
"2018年10月29日","0.556","0.556","0.556","0.556","-1.42%"
"2018年10月26日","0.564","0.564","0.564","0.564","0.89%"
"2018年10月25日","0.559","0.559","0.559","0.559","1.08%"
"2018年10月24日","0.553","0.553","0.553","0.553","0.00%"
"2018年10月23日","0.553","0.553","0.553","0.553","-4.16%"
"2018年10月22日","0.577","0.577","0.577","0.577","0.00%"
"2018年10月19日","0.577","0.577","0.577","0.577","1.05%"
"2018年10月18日","0.571","0.571","0.571","0.571","-1.38%"
"2018年10月17日","0.579","0.579","0.579","0.579","-1.86%"
"2018年10月16日","0.590","0.590","0.590","0.590","0.34%"
"2018年10月15日","0.588","0.588","0.588","0.588","0.17%"
"2018年10月12日","0.587","0.587","0.587","0.587","0.86%"
"2018年10月11日","0.582","0.582","0.582","0.582","-2.51%"
"2018年10月10日","0.597","0.597","0.597","0.597","-2.29%"
"2018年10月9日","0.611","0.611","0.611","0.611","0.83%"
"2018年10月8日","0.606","0.606","0.606","0.606","2.89%"
"2018年10月5日","0.589","0.589","0.589","0.589","0.00%"
"2018年10月4日","0.589","0.589","0.589","0.589","0.00%"
"2018年10月3日","0.589","0.589","0.589","0.589","0.00%"
"2018年10月2日","0.589","0.589","0.589","0.589","0.00%"
"2018年10月1日","0.589","0.589","0.589","0.589","-1.67%"
"2018年9月28日","0.599","0.599","0.599","0.599","1.70%"
"2018年9月27日","0.589","0.589","0.589","0.589","1.03%"
"2018年9月26日","0.583","0.583","0.583","0.583","-0.68%"
"2018年9月25日","0.587","0.587","0.587","0.587","2.80%"
"2018年9月24日","0.571","0.571","0.571","0.571","-0.52%"
"2018年9月21日","0.574","0.574","0.574","0.574","0.53%"
"2018年9月20日","0.571","0.571","0.571","0.571","-0.87%"
"2018年9月19日","0.576","0.576","0.576","0.576","1.23%"
"2018年9月18日","0.569","0.569","0.569","0.569","1.43%"
"2018年9月17日","0.561","0.561","0.561","0.561","-0.18%"
"2018年9月14日","0.562","0.562","0.562","0.562","0.00%"
"2018年9月13日","0.562","0.562","0.562","0.562","-1.92%"
"2018年9月12日","0.573","0.573","0.573","0.573","1.06%"
"2018年9月11日","0.567","0.567","0.567","0.567","2.53%"
"2018年9月10日","0.553","0.553","0.553","0.553","0.00%"
"2018年9月7日","0.553","0.553","0.553","0.553","0.00%"
"2018年9月6日","0.553","0.553","0.553","0.553","-1.25%"
"2018年9月5日","0.560","0.560","0.560","0.560","-0.53%"
"2018年9月4日","0.563","0.563","0.563","0.563","0.54%"
"2018年9月3日","0.560","0.560","0.560","0.560","-1.06%"
"2018年8月31日","0.566","0.566","0.566","0.566","-0.18%"
"2018年8月30日","0.567","0.567","0.567","0.567","0.71%"
"2018年8月29日","0.563","0.563","0.563","0.563","1.26%"
"2018年8月28日","0.556","0.556","0.556","0.556","-0.89%"
"2018年8月27日","0.561","0.561","0.561","0.561","0.18%"
"2018年8月24日","0.560","0.560","0.560","0.560","1.27%"
"2018年8月23日","0.553","0.553","0.553","0.553","0.18%"
"2018年8月22日","0.552","0.552","0.552","0.552","2.79%"
"2018年8月21日","0.537","0.537","0.537","0.537","0.00%"
"2018年8月20日","0.537","0.537","0.537","0.537","0.00%"
"2018年8月17日","0.537","0.537","0.537","0.537","0.19%"
"2018年8月16日","0.536","0.536","0.536","0.536","0.94%"
"2018年8月15日","0.531","0.531","0.531","0.531","-2.57%"
"2018年8月14日","0.545","0.545","0.545","0.545","-0.18%"
"2018年8月13日","0.546","0.546","0.546","0.546","0.00%"
"2018年8月10日","0.546","0.546","0.546","0.546","1.30%"
"2018年8月9日","0.539","0.539","0.539","0.539","0.00%"
"2018年8月8日","0.539","0.539","0.539","0.539","-3.06%"
"2018年8月7日","0.556","0.556","0.556","0.556","0.36%"
"2018年8月6日","0.554","0.554","0.554","0.554","0.54%"
"2018年8月3日","0.551","0.551","0.551","0.551","0.00%"
"2018年8月2日","0.551","0.551","0.551","0.551","1.29%"
"2018年8月1日","0.544","0.544","0.544","0.544","-1.27%"
"2018年7月31日","0.551","0.551","0.551","0.551","-1.43%"
"2018年7月30日","0.559","0.559","0.559","0.559","1.45%"
"2018年7月27日","0.551","0.551","0.551","0.551","-0.54%"
"2018年7月26日","0.554","0.554","0.554","0.554","0.00%"
"2018年7月25日","0.554","0.554","0.554","0.554","1.28%"
"2018年7月24日","0.547","0.547","0.547","0.547","1.11%"
"2018年7月23日","0.541","0.541","0.541","0.541","-0.18%"
"2018年7月20日","0.542","0.542","0.542","0.542","0.93%"
"2018年7月19日","0.537","0.537","0.537","0.537","0.19%"
"2018年7月18日","0.536","0.536","0.536","0.536","1.13%"
"2018年7月17日","0.530","0.530","0.530","0.530","0.19%"
"2018年7月16日","0.529","0.529","0.529","0.529","-3.11%"
"2018年7月13日","0.546","0.546","0.546","0.546","0.37%"
"2018年7月12日","0.544","0.544","0.544","0.544","1.30%"
"2018年7月11日","0.537","0.537","0.537","0.537","-4.96%"
"2018年7月10日","0.565","0.565","0.565","0.565","0.00%"
"2018年7月9日","0.565","0.565","0.565","0.565","0.89%"
"2018年7月6日","0.560","0.560","0.560","0.560","0.90%"
"2018年7月5日","0.555","0.555","0.555","0.555","-1.07%"
"2018年7月4日","0.561","0.561","0.561","0.561","0.18%"
"2018年7月3日","0.560","0.560","0.560","0.560","0.00%"
"2018年7月2日","0.560","0.560","0.560","0.560","-1.06%"
"2018年6月30日","0.566","0.566","0.566","0.566","0.00%"
"2018年6月29日","0.566","0.566","0.566","0.566","1.62%"
"2018年6月28日","0.557","0.557","0.557","0.557","1.64%"
"2018年6月27日","0.548","0.548","0.548","0.548","2.81%"
"2018年6月26日","0.533","0.533","0.533","0.533","3.50%"
"2018年6月25日","0.515","0.515","0.515","0.515","-1.34%"
"2018年6月22日","0.522","0.522","0.522","0.522","4.82%"
"2018年6月21日","0.498","0.498","0.498","0.498","-0.20%"
"2018年6月20日","0.499","0.499","0.499","0.499","1.22%"
"2018年6月19日","0.493","0.493","0.493","0.493","-1.99%"
"2018年6月18日","0.503","0.503","0.503","0.503","2.86%"
"2018年6月15日","0.489","0.489","0.489","0.489","-2.78%"
"2018年6月14日","0.503","0.503","0.503","0.503","-0.20%"
"2018年6月13日","0.504","0.504","0.504","0.504","0.60%"
"2018年6月12日","0.501","0.501","0.501","0.501","0.40%"
"2018年6月11日","0.499","0.499","0.499","0.499","0.60%"
"2018年6月8日","0.496","0.496","0.496","0.496","-0.40%"
"2018年6月7日","0.498","0.498","0.498","0.498","1.01%"
"2018年6月6日","0.493","0.493","0.493","0.493","-0.40%"
"2018年6月5日","0.495","0.495","0.495","0.495","0.41%"
"2018年6月4日","0.493","0.493","0.493","0.493","-0.80%"
"2018年6月1日","0.497","0.497","0.497","0.497","-1.97%"
"2018年5月31日","0.507","0.507","0.507","0.507","-1.55%"
"2018年5月30日","0.515","0.515","0.515","0.515","2.39%"
"2018年5月29日","0.503","0.503","0.503","0.503","-2.33%"
"2018年5月28日","0.515","0.515","0.515","0.515","1.38%"
"2018年5月25日","0.508","0.508","0.508","0.508","-3.61%"
"2018年5月24日","0.527","0.527","0.527","0.527","-1.31%"
"2018年5月23日","0.534","0.534","0.534","0.534","-0.19%"
"2018年5月22日","0.535","0.535","0.535","0.535","-0.56%"
"2018年5月21日","0.538","0.538","0.538","0.538","1.51%"
"2018年5月18日","0.530","0.530","0.530","0.530","-0.38%"
"2018年5月17日","0.532","0.532","0.532","0.532","0.00%"
"2018年5月16日","0.532","0.532","0.532","0.532","0.95%"
"2018年5月15日","0.527","0.527","0.527","0.527","0.38%"
"2018年5月14日","0.525","0.525","0.525","0.525","0.57%"
"2018年5月11日","0.522","0.522","0.522","0.522","-1.32%"
"2018年5月10日","0.529","0.529","0.529","0.529","0.38%"
"2018年5月9日","0.527","0.527","0.527","0.527","2.13%"
"2018年5月8日","0.516","0.516","0.516","0.516","0.00%"
"2018年5月7日","0.516","0.516","0.516","0.516","0.39%"
"2018年5月4日","0.514","0.514","0.514","0.514","1.58%"
"2018年5月3日","0.506","0.506","0.506","0.506","1.00%"
"2018年5月2日","0.501","0.501","0.501","0.501","0.00%"
"2018年5月1日","0.501","0.501","0.501","0.501","0.00%"
"2018年4月30日","0.501","0.501","0.501","0.501","0.00%"
"2018年4月27日","0.501","0.501","0.501","0.501","0.00%"
"2018年4月26日","0.501","0.501","0.501","0.501","0.60%"
"2018年4月25日","0.498","0.498","0.498","0.498","0.20%"
"2018年4月24日","0.497","0.497","0.497","0.497","-1.39%"
"2018年4月23日","0.504","0.504","0.504","0.504","1.41%"
"2018年4月20日","0.497","0.497","0.497","0.497","0.20%"
"2018年4月19日","0.496","0.496","0.496","0.496","-0.60%"
"2018年4月18日","0.499","0.499","0.499","0.499","3.31%"
"2018年4月17日","0.483","0.483","0.483","0.483","0.00%"
"2018年4月16日","0.483","0.483","0.483","0.483","-1.23%"
"2018年4月13日","0.489","0.489","0.489","0.489","0.41%"
"2018年4月12日","0.487","0.487","0.487","0.487","0.41%"
"2018年4月11日","0.485","0.485","0.485","0.485","1.04%"
"2018年4月10日","0.480","0.480","0.480","0.480","3.45%"
"2018年4月9日","0.464","0.464","0.464","0.464","0.00%"
"2018年4月6日","0.464","0.464","0.464","0.464","0.00%"
"2018年4月5日","0.464","0.464","0.464","0.464","0.00%"
"2018年4月4日","0.464","0.464","0.464","0.464","0.00%"
"2018年4月3日","0.464","0.464","0.464","0.464","0.87%"
"2018年4月2日","0.460","0.460","0.460","0.460","-3.16%"
"2018年3月30日","0.475","0.475","0.475","0.475","0.00%"
"2018年3月29日","0.475","0.475","0.475","0.475","0.85%"
"2018年3月28日","0.471","0.471","0.471","0.471","-0.21%"
"2018年3月27日","0.472","0.472","0.472","0.472","-1.46%"
"2018年3月26日","0.479","0.479","0.479","0.479","-0.83%"
"2018年3月23日","0.483","0.483","0.483","0.483","2.77%"
"2018年3月22日","0.470","0.470","0.470","0.470","-2.08%"
"2018年3月21日","0.480","0.480","0.480","0.480","3.23%"
"2018年3月20日","0.465","0.465","0.465","0.465","1.75%"
"2018年3月19日","0.457","0.457","0.457","0.457","-0.22%"
"2018年3月16日","0.458","0.458","0.458","0.458","2.00%"
"2018年3月15日","0.449","0.449","0.449","0.449","0.45%"
"2018年3月14日","0.447","0.447","0.447","0.447","0.45%"
"2018年3月13日","0.445","0.445","0.445","0.445","-1.11%"
"2018年3月12日","0.450","0.450","0.450","0.450","-1.32%"
"2018年3月9日","0.456","0.456","0.456","0.456","3.17%"
"2018年3月8日","0.442","0.442","0.442","0.442","-1.56%"
"2018年3月7日","0.449","0.449","0.449","0.449","-1.97%"
"2018年3月6日","0.458","0.458","0.458","0.458","-0.22%"
"2018年3月5日","0.459","0.459","0.459","0.459","2.00%"
"2018年3月2日","0.450","0.450","0.450","0.450","0.00%"
"2018年3月1日","0.450","0.450","0.450","0.450","0.00%"
"2018年2月28日","0.450","0.450","0.450","0.450","-2.39%"
"2018年2月27日","0.461","0.461","0.461","0.461","-1.71%"
"2018年2月26日","0.469","0.469","0.469","0.469","0.43%"
"2018年2月23日","0.467","0.467","0.467","0.467","1.52%"
"2018年2月22日","0.460","0.460","0.460","0.460","6.24%"
"2018年2月21日","0.433","0.433","0.433","0.433","0.00%"
"2018年2月20日","0.433","0.433","0.433","0.433","0.00%"
"2018年2月19日","0.433","0.433","0.433","0.433","0.00%"
"2018年2月16日","0.433","0.433","0.433","0.433","0.00%"
"2018年2月15日","0.433","0.433","0.433","0.433","-2.48%"
"2018年2月14日","0.444","0.444","0.444","0.444","2.54%"
"2018年2月13日","0.433","0.433","0.433","0.433","0.23%"
"2018年2月12日","0.432","0.432","0.432","0.432","0.00%"
"2018年2月9日","0.432","0.432","0.432","0.432","-1.37%"
"2018年2月8日","0.438","0.438","0.438","0.438","-2.45%"
"2018年2月7日","0.449","0.449","0.449","0.449","-2.81%"
"2018年2月6日","0.462","0.462","0.462","0.462","-0.43%"
"2018年2月5日","0.464","0.464","0.464","0.464","-1.69%"
"2018年2月2日","0.472","0.472","0.472","0.472","-1.87%"
"2018年2月1日","0.481","0.481","0.481","0.481","1.48%"
"2018年1月31日","0.474","0.474","0.474","0.474","0.64%"
"2018年1月30日","0.471","0.471","0.471","0.471","-1.67%"
"2018年1月29日","0.479","0.479","0.479","0.479","-1.24%"
"2018年1月26日","0.485","0.485","0.485","0.485","0.83%"
"2018年1月25日","0.481","0.481","0.481","0.481","-1.43%"
"2018年1月24日","0.488","0.488","0.488","0.488","1.67%"
"2018年1月23日","0.480","0.480","0.480","0.480","1.27%"
"2018年1月22日","0.474","0.474","0.474","0.474","0.21%"
"2018年1月19日","0.473","0.473","0.473","0.473","-0.63%"
"2018年1月18日","0.476","0.476","0.476","0.476","0.00%"
"2018年1月17日","0.476","0.476","0.476","0.476","0.00%"
"2018年1月16日","0.476","0.476","0.476","0.476","-1.65%"
"2018年1月12日","0.484","0.484","0.484","0.484","0.83%"
"2018年1月11日","0.480","0.480","0.480","0.480","0.00%"
"2018年1月10日","0.480","0.480","0.480","0.480","1.05%"
"2018年1月9日","0.475","0.475","0.475","0.475","1.93%"
"2018年1月8日","0.466","0.466","0.466","0.466","0.43%"
"2018年1月5日","0.464","0.464","0.464","0.464","-0.64%"
"2018年1月4日","0.467","0.467","0.467","0.467","0.43%"
"2018年1月3日","0.465","0.465","0.465","0.465","1.97%"
"2018年1月2日","0.456","0.456","0.456","0.456","0.22%"
"2018年1月1日","0.455","0.455","0.455","0.455","-0.22%"
"2017年12月31日","0.456","0.456","0.456","0.456","0.00%"
"2017年12月29日","0.456","0.456","0.456","0.456","0.22%"
"2017年12月28日","0.455","0.455","0.455","0.455","0.44%"
"2017年12月27日","0.453","0.453","0.453","0.453","-0.22%"
"2017年12月26日","0.454","0.454","0.454","0.454","1.79%"
"2017年12月22日","0.446","0.446","0.446","0.446","0.22%"
"2017年12月21日","0.445","0.445","0.445","0.445","0.00%"
"2017年12月20日","0.445","0.445","0.445","0.445","0.91%"
"2017年12月19日","0.441","0.441","0.441","0.441","0.46%"
"2017年12月18日","0.439","0.439","0.439","0.439","0.00%"
"2017年12月15日","0.439","0.439","0.439","0.439","0.46%"
"2017年12月14日","0.437","0.437","0.437","0.437","0.69%"
"2017年12月13日","0.434","0.434","0.434","0.434","-1.14%"
"2017年12月12日","0.439","0.439","0.439","0.439","-1.35%"
"2017年12月11日","0.445","0.445","0.445","0.445","0.91%"
"2017年12月8日","0.441","0.441","0.441","0.441","1.61%"
"2017年12月7日","0.434","0.434","0.434","0.434","1.17%"
"2017年12月6日","0.429","0.429","0.429","0.429","-2.72%"
"2017年12月5日","0.441","0.441","0.441","0.441","0.46%"
"2017年12月4日","0.439","0.439","0.439","0.439","-1.57%"
"2017年12月1日","0.446","0.446","0.446","0.446","1.83%"
"2017年11月30日","0.438","0.438","0.438","0.438","-0.23%"
"2017年11月29日","0.439","0.439","0.439","0.439","-0.90%"
"2017年11月28日","0.443","0.443","0.443","0.443","0.23%"
"2017年11月27日","0.442","0.442","0.442","0.442","-1.34%"
"2017年11月24日","0.448","0.448","0.448","0.448","0.67%"
"2017年11月22日","0.445","0.445","0.445","0.445","1.37%"
"2017年11月21日","0.439","0.439","0.439","0.439","1.15%"
"2017年11月20日","0.434","0.434","0.434","0.434","-0.69%"
"2017年11月17日","0.437","0.437","0.437","0.437","2.58%"
"2017年11月16日","0.426","0.426","0.426","0.426","-0.23%"
"2017年11月15日","0.427","0.427","0.427","0.427","-0.47%"
"2017年11月14日","0.429","0.429","0.429","0.429","-2.50%"
"2017年11月13日","0.440","0.440","0.440","0.440","-0.23%"
"2017年11月10日","0.441","0.441","0.441","0.441","-0.45%"
"2017年11月9日","0.443","0.443","0.443","0.443","0.68%"
"2017年11月8日","0.440","0.440","0.440","0.440","-0.68%"
"2017年11月7日","0.443","0.443","0.443","0.443","-0.23%"
"2017年11月6日","0.444","0.444","0.444","0.444","3.26%"
"2017年11月3日","0.430","0.430","0.430","0.430","1.65%"
"2017年11月2日","0.423","0.423","0.423","0.423","0.95%"
"2017年11月1日","0.419","0.419","0.419","0.419","-0.48%"
"2017年10月31日","0.421","0.421","0.421","0.421","0.24%"
"2017年10月30日","0.420","0.420","0.420","0.420","0.48%"
"2017年10月27日","0.418","0.418","0.418","0.418","2.70%"
"2017年10月26日","0.407","0.407","0.407","0.407","0.99%"
"2017年10月25日","0.403","0.403","0.403","0.403","-0.25%"
"2017年10月24日","0.404","0.404","0.404","0.404","1.25%"
"2017年10月23日","0.399","0.399","0.399","0.399","0.00%"
"2017年10月20日","0.399","0.399","0.399","0.399","0.76%"
"2017年10月19日","0.396","0.396","0.396","0.396","-1.00%"
"2017年10月18日","0.400","0.400","0.400","0.400","0.00%"
"2017年10月17日","0.400","0.400","0.400","0.400","0.25%"
"2017年10月16日","0.399","0.399","0.399","0.399","1.01%"
"2017年10月13日","0.395","0.395","0.395","0.395","1.54%"
"2017年10月12日","0.389","0.389","0.389","0.389","-1.27%"
"2017年10月11日","0.394","0.394","0.394","0.394","0.00%"
"2017年10月10日","0.394","0.394","0.394","0.394","2.34%"
"2017年10月9日","0.385","0.385","0.385","0.385","-4.23%"
"2017年10月6日","0.402","0.402","0.402","0.402","0.00%"
"2017年10月5日","0.402","0.402","0.402","0.402","0.00%"
"2017年10月4日","0.402","0.402","0.402","0.402","0.00%"
"2017年10月3日","0.402","0.402","0.402","0.402","0.00%"
"2017年10月2日","0.402","0.402","0.402","0.402","0.00%"
"2017年9月29日","0.402","0.402","0.402","0.402","0.00%"
"2017年9月28日","0.402","0.402","0.402","0.402","-0.74%"
"2017年9月27日","0.405","0.405","0.405","0.405","0.25%"
"2017年9月26日","0.404","0.404","0.404","0.404","-0.49%"
"2017年9月25日","0.406","0.406","0.406","0.406","3.57%"
"2017年9月22日","0.392","0.392","0.392","0.392","0.00%"
"2017年9月21日","0.392","0.392","0.392","0.392","0.26%"
"2017年9月20日","0.391","0.391","0.391","0.391","1.82%"
"2017年9月19日","0.384","0.384","0.384","0.384","-0.52%"
"2017年9月18日","0.386","0.386","0.386","0.386","-0.52%"
"2017年9月15日","0.388","0.388","0.388","0.388","0.78%"
"2017年9月14日","0.385","0.385","0.385","0.385","0.52%"
"2017年9月13日","0.383","0.383","0.383","0.383","2.41%"
"2017年9月12日","0.374","0.374","0.374","0.374","0.81%"
"2017年9月11日","0.371","0.371","0.371","0.371","0.82%"
"2017年9月8日","0.368","0.368","0.368","0.368","-3.16%"
"2017年9月7日","0.380","0.380","0.380","0.380","-0.26%"
"2017年9月6日","0.381","0.381","0.381","0.381","1.33%"
"2017年9月5日","0.376","0.376","0.376","0.376","1.35%"
"2017年9月1日","0.371","0.371","0.371","0.371","0.27%"
"2017年8月31日","0.370","0.370","0.370","0.370","2.49%"
"2017年8月30日","0.361","0.361","0.361","0.361","-1.10%"
"2017年8月29日","0.365","0.365","0.365","0.365","-0.54%"
"2017年8月28日","0.367","0.367","0.367","0.367","-2.39%"
"2017年8月25日","0.376","0.376","0.376","0.376","0.27%"
"2017年8月24日","0.375","0.375","0.375","0.375","-1.57%"
"2017年8月23日","0.381","0.381","0.381","0.381","1.33%"
"2017年8月22日","0.376","0.376","0.376","0.376","0.27%"
"2017年8月21日","0.375","0.375","0.375","0.375","-2.34%"
"2017年8月18日","0.384","0.384","0.384","0.384","3.50%"
"2017年8月17日","0.371","0.371","0.371","0.371","0.27%"
"2017年8月16日","0.370","0.370","0.370","0.370","-1.60%"
"2017年8月15日","0.376","0.376","0.376","0.376","0.53%"
"2017年8月14日","0.374","0.374","0.374","0.374","-2.86%"
"2017年8月11日","0.385","0.385","0.385","0.385","0.52%"
"2017年8月10日","0.383","0.383","0.383","0.383","-2.79%"
"2017年8月9日","0.394","0.394","0.394","0.394","1.03%"
"2017年8月8日","0.390","0.390","0.390","0.390","-0.76%"
"2017年8月7日","0.393","0.393","0.393","0.393","0.00%"
"2017年8月4日","0.393","0.393","0.393","0.393","1.03%"
"2017年8月3日","0.389","0.389","0.389","0.389","-1.27%"
"2017年8月2日","0.394","0.394","0.394","0.394","0.77%"
"2017年8月1日","0.391","0.391","0.391","0.391","-2.25%"
"2017年7月31日","0.400","0.400","0.400","0.400","1.01%"
"2017年7月28日","0.396","0.396","0.396","0.396","1.28%"
"2017年7月27日","0.391","0.391","0.391","0.391","0.77%"
"2017年7月26日","0.388","0.388","0.388","0.388","1.57%"
"2017年7月25日","0.382","0.382","0.382","0.382","3.24%"
"2017年7月24日","0.370","0.370","0.370","0.370","1.65%"
"2017年7月21日","0.364","0.364","0.364","0.364","-2.93%"
"2017年7月20日","0.375","0.375","0.375","0.375","-0.79%"
"2017年7月19日","0.378","0.378","0.378","0.378","1.34%"
"2017年7月18日","0.373","0.373","0.373","0.373","0.81%"
"2017年7月17日","0.370","0.370","0.370","0.370","-1.60%"
"2017年7月14日","0.376","0.376","0.376","0.376","1.08%"
"2017年7月13日","0.372","0.372","0.372","0.372","1.64%"
"2017年7月12日","0.366","0.366","0.366","0.366","0.27%"
